time,theta1,theta2,x1,y1,x2,y2
0.0,1.0471975511965976,2.0943951023931953,0.8660254037844386,-0.5000000000000001,2.1650635094610964,0.24999999999999956
0.01,1.0468577439257505,2.0942252020807777,0.8658554501527497,-0.5002942528560359,2.1650209623140158,0.2494850293402353
0.02,1.0458385752592894,2.093715667561334,0.8653451163304436,-0.5011764456187572,2.1648924982532245,0.2479407696003606
0.03,1.0441407836534902,2.092866974152016,0.8644929764000662,-0.502644898268106,2.1646756610705955,0.2453691299980325
0.04,1.0417656457153597,2.091679967440149,0.8632966881328362,-0.504696768623375,2.1643663542981826,0.24177340746164067
0.05,1.0387149477322373,2.09015582720318,0.8617529958632983,-0.507328073459995,2.1639588756248465,0.2371582237372417
0.06,1.0349909531148822,2.08829602907805,0.859857737768384,-0.510533711717294,2.1634459588853145,0.23152945928986268
0.07,1.0305964023974743,2.086102344561191,0.8576058758949775,-0.514307458268309,2.1628188115989744,0.2248942682387075
0.08,1.0255345132376135,2.083576841008529,0.8549915325897242,-0.5186419566520575,2.162067160464024,0.2172610960777197
0.09,1.01980898041632,2.080721881635483,0.8520080332577867,-0.5235287110218485,2.1611793047481966,0.20863969986746533
0.1,1.0134239594568273,2.0775401113439607,0.8486479466954422,-0.5289580915059432,2.1601421791550877,0.19904113804384538
0.11,1.0063840619948947,2.0740344469444754,0.8449031372527003,-0.5349193291147224,2.158941426550919,0.18847777777623753
0.12,0.9986944014381466,2.070208101952184,0.8407648499143934,-0.5414004683673884,2.1575614800053744,0.17696339137294925
0.13,0.9903604824436075,2.0660644879172967,0.836223717338181,-0.5483884522499667,2.1559856571044387,0.16451295912779473
0.14,0.9813881936263273,2.0616072081415346,0.8312698251748086,-0.5558691192662559,2.1541962454025128,0.15114268167027167
0.15,0.9717838075593808,2.056840057678133,0.8258927860004682,-0.5638271951869517,2.1521745928951583,0.1368700066771319
0.16,0.9615539807738676,2.0517670233318404,0.8200818178593429,-0.5722462861535368,2.1499012041347125,0.12171365497145259
0.17,0.9507057473333841,2.046392278442512,0.8138258234718552,-0.5811088788259536,2.1473558416493304,0.10569363326874082
0.18,0.9392464618938186,2.0407201233095744,0.8071134434220638,-0.590396383328505,2.1445176391021246,0.08883113185132807
0.19,0.9271838881901568,2.034755035566897,0.799933197155534,-0.6000890601306823,2.1413652266638667,0.0711486847921996
0.2,0.9145260683828025,2.0285015820311982,0.7922734988429003,-0.6101661274040282,2.137876826321411,0.05266996476262453
0.21,0.9012812882109625,2.0219643932475266,0.7841227279401184,-0.6206057907623382,2.1340303572563712,0.03341973803128151
0.22,0.8874580769926474,2.015148163489266,0.7754693218646269,-0.6313852475682462,2.1298035460328135,0.01342387864412109
0.23,0.8730652076246713,2.008057650758132,0.7663018705570157,-0.6424806947923173,2.125174039048785,-0.007290621114778184
0.24,0.8581116924434466,2.0006976743829035,0.7566092099048553,-0.6538673439522352,2.1201195157475623,-0.028695650846471077
0.25,0.8426067244412092,1.9930730706530075,0.7463804797339966,-0.6655194809110018,2.114617792456169,-0.0507620847986755
0.26,0.8265597530659754,1.985188719317361,0.7356052696103834,-0.677410427526352,2.1086469687679004,-0.07345969081462422
0.27,0.8099803613406461,1.977049489491923,0.7242736334056231,-0.6895126568478761,2.1021854923992986,-0.09675730356577106
0.28,0.7928782249489225,1.9686602189819424,0.712376152423503,-0.7017978465756973,2.095212249754389,-0.12062289192031594
0.29,0.7752631122353058,1.9600257142819586,0.6999040240396656,-0.7142369054684049,2.087706668768586,-0.14502357174947877
0.3,0.7571448842050972,1.9511507505758,0.6868491492453975,-0.7268000042521146,2.0796488205700134,-0.1699256238411977
0.31,0.7385334870660857,1.942040070238762,0.6732042132417112,-0.7394566162214039,2.071019514929466,-0.19529452422346705
0.32,0.719438919607024,1.9326983762019196,0.658962744748818,-0.7521755785939239,2.0618003769677453,-0.22109500313442432
0.33,0.699871281352151,1.923130337633527,0.6441192324489405,-0.7649251037777409,2.051973974013263,-0.24729103741922365
0.34,0.6798406573320174,1.9133405630955047,0.6286691155248821,-0.7776729024372409,2.041523833308485,-0.27384600117390456
0.35000000000000003,0.659357099417933,1.903333596591654,0.612608838835883,-0.790386241390974,2.030434510791398,-0.30072272024212177
0.36,0.6384306263219678,1.893113917567657,0.5959359184831753,-0.8030319925517378,2.0186916678308755,-0.32788351291819906
0.37,0.6170712235969511,1.882685940911076,0.5786490039462878,-0.8155766856844113,2.006282144300325,-0.35529023513120417
0.38,0.5952888342304266,1.872054026179022,0.5607479287494788,-0.8279865701828559,1.993194015843155,-0.38290432208705044
0.39,0.5730933737921037,1.8612225093376769,0.5422337771355858,-0.8402276661317907,1.9794166581050567,-0.4106867872293378
0.4,0.550494719430085,1.8501956821920253,0.5231089253959953,-0.8522658342155028,1.9649408100975456,-0.4385983152368246
0.41000000000000003,0.5275026388535096,1.838977799498625,0.5033770261322503,-0.8640668779453659,1.9497585674555236,-0.4665993485554645
0.42,0.504126788093298,1.8275730797492367,0.4830430431982269,-0.8755966071301304,1.9338634293462096,-0.49465014483205616
0.43,0.4803767115021514,1.815985705170826,0.4621132839574404,-0.8868209023191042,1.9172503429376389,-0.5227108371156566
0.44,0.4562618417152602,1.8042198219207042,0.4405954268759269,-0.8977057813203722,1.8999157430078193,-0.5507414965233439
0.45,0.43179150835348334,1.792279586948333,0.41849855231801847,-0.9082174638861129,1.8818575792607275,-0.578702125449057
0.46,0.40697497367878305,1.7801691887134024,0.39583319379426873,-0.9183224285024454,1.86307537708387,-0.6065526808110371
